                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1045,                 2.8744,                 1.5107,                0.00333,                      1,                0.11889,                0.02308,                 1.3946,                 3.9317,                 1.9922,                  2e-05,                  2e-05,                  2e-05
